Parameter Name,Frequency
Mt S           h afi  KOTHARI HOSPITAL MARS BANGLA NAGAR BIKANER-,1
IPDBill No,1
Sample Collected,1
Serum Bilirubin (Direct),1
Serum Bilirubin (Indirect),1
Albumin Globulin Ratio,1
Manglamplus Medicity LLP (LLPIN  AAX-,1
MM OC.s,1
Vf                    Serum Bilirubin (Indirect),1
eNOS g.,1
ESR                            Capillary photometry,1
MD Path(G-,1
Sterling Hospital Sterling Hospital Road Memnagar Ahmedabad -,1
coy WEN HOSPITALS PVELTD LAB (,1
Corporate Identity Number (CIN)  U,1
UHLL NO  Ip No,1
The test,1
.      ror,1
pat sf UCOCYTE COUNT,1
AOPHLS,1
.  vits,1
nie,1
.                                                                   A,1
Ho bASOPHIES,1
Creatinine Serum Jaffe Method                          H,1
J i                SGOT (AST),1
y                       SGPT (ALT),1
Tota Protein,1
S           Albumin Globulin Ratio,1
Serving Since,1
S.typhi O Antigen,1
S typhi H Antigen,1
SGOT (AST) Serum CC wah PYP,1
DWing,1
Opp. Bharat Petro Pump L.B.S.Marg Bhandup (W) Mumbai -,1
Diagnostics S.No.                 HW TT   UHID                RH,1
Patient NAME           Mr. MAN MOHAN NATH ZUTSHI                 IPDNo,1
MgeSux,1
Sector                  Or. Ajay                                           Reporting Date,1
Urea Blood urease GLOH reaction                         H,1
ID                 RDPL,1
Uric Acid Serum Uricese Peronoase Resction,1
Sodium Serum ISE - indirect,1
Potassium Serum ISE - Incirect,1
Chioride ise - ndirect,1
Bitirbin Total Oiazc mathodsolerimaticcfendracsik,1
Bilirubin Direct Diaz methodcolorimetricc endressik,1
Bilirubin Indirect Celcutsted,1
Bisophils                                                   ie                                       Wr.,1
TIME ae... AM                                                              es,1
Collection Date    hit,1
Total Bilirubin                 Serum,1
Gamma GT,1
Test results related only to the item tested.                   . _                    S. G. Highway Anmedabad -,1
A Unit of No part of the report can be reproduced without written     MC-,1
Shri Horihar Maharaj                                                                                  CONSULTANT PAF BEF,1
Absolute monocyte Count,1
Client         SD,1
eferred By              NA                           Barcode No               eTAOA,1
r     B -(Hacmovlobin),1
Total Leukocyte Count (TLCWBC),1
(Metnocwiagy Oprtgh,1
(Metrodc,1
iMetnodology Optcalé,1
ree                                            gat,1
Packed Cell Volume (PCV)-Hematoerit,1
Red blood cell count (RBC),1
Mean Platelet Volume (MPV)                                S.,1
.ean Corpusculir Volume (MICV)                              S,1
Mean Corpusculir themougtobin (MCH),1
Mean Corpuscular Hb concentration (MCHC),1
Absolute Lyaiphoeyte Count,1
HT COUNT,1
(Methodology Caitulate,1
Absolute Basophil  ount                          (,1
Mob.,1
af  et,1
ly aeet                                                     Oeste,1
n                                                           Report,1
nn er,1
Method biectexcat faypedaece  Fow yinctty O,1
UHID                    AIGG.,1
Episode                 IP                                                             po,1
Sample Mo AGI,1
CLINICAL LABORATORY                     Dist. Raigad -,1
MMB,1
Packed Cell Volume (HCT),1
NOORUL ISL  HEART FOUNDATION DENTAL COL         m -,1
IMMATURE PLATELET FRACTION,1
Neutrophils (abs),1
Oli nusparce Soad Gachiaew Hyderbae belandaia-S,1
AlG beosp.tals ba ui of Asian Institute of Gastracnterology CIN LO,1
UHID           AIGG.,1
Sample No            AGI,1
Ack. Date             RR,1
TOTAL WBC,1
__ Joneada,1
_ Pa MR.ANIL K V                    invoice Date,1
Patient Type                    GENERAL OPD                                  .,1
__ COCoBed,1
IP                  .,1
DeptUnit                        - GENERAL MEDICINE          Result Verified,1
MethodSIX PART CELL COUNTER-,1
paye,1
_. LABORATORY,1
FLOW CYTOME re          NTER,1
MethodSIX PART CELL COUNTER,1
FLO                                            .,1
CALCULATED             OUNTER-,1
ALCULATED            OUNTER-,1
UNTER,1
phone,1
T  _,1
FOI),1
f poo,1
c-GO(Pi,1
pC-,1
Fhuntg,1
i CoE                                                   Received Date  SMMos,1
ST  _                         Report Date         BRR,1
TOTAL W.B.C. COUNT,1
Lab NoResult No                               Release Date         ER,1
vod uur wensite,1
Printes By  MRD                                                    Poned On,1
ere Eosinophil Count,1
eo Oe wm aaaaaSS,1
PATIENT RIEPORT          Syringe - S,1
Patent iC           BMP,1
FO(),1
t poo,1
CHCO(P.St)co,1
F                                                                       ett  U,1
Patient        pues                                 an             EE,1
Lab NoResult No aaa                                Release Date         BRR,1
Rill Dates -,1
KFemale-,1
NIMS         nimshospital.com,1
e-mail,1
cHCO (Pye,1
ctCO,1
cBase(B),1
ciHb,1
Hcte,1
-       W.B.C.Count,1
cFCO (Pc,1
ctCOB),1
cBase(B)c,1
Kcty,1
PF(F le,1
pCO AT de,1
pO Te,1
plOAT de,1
BLOOD SUGAR,1
Procalcitonin (Quantitative),1
ABG (ARTERIAL BLOOD,1
GAS ANALYSIS),1
Arterial blood pH,1
PPOCD (,1
lie                                                    CRP,1
crGO(P.Sst),1
okt,1
PH(T Je,1
ech,1
DE(T Je,1
pCO T Je,1
Patient IC                 W,1
t po,1
ao    a YRELSL SY           BY,1
Lab NoResult No  ay                                  Release Date         I,1
Ward  Bed         PVT-,1
Passport No                                 hes Cie,1
W.B.C.Count,1
cAGO(P.St)e,1
we        c,1
cBase(Ecf)c,1
Kets,1
TRANSAMINASE                                                                     RWDLY,1
(SGPT),1
.                 RWD EO,1
PHOSPHATASE (ALP                                                               RWDMO,1
RWI BA,1
A EEE h,1
ve                G    Vira Estate Tarakpur Road Ahmednagar-,1
Oxygen saturation (,1
Dr. RAHUL DHOOT                                         Report Date,1
Ward       A Room No-,1
WRO COEINT                               YOSO                     ounim,1
PLATELET COUNT.                      .,1
M(H,1
CHCM,1
TIT)W,1
ALANINE,1
Hete,1
CO.,1
FO.Hb,1
FCOHDb,1
cLar,1
Temperature Corrected Values,1
PHT )g,1
emt                         Ph,1
poy Te,1
Fohunte,1
Printed B,1
RADIOMETER ABIL,1
PATIENT REPORT          Syringe - S,1
Patient IC                  W,1
FO(I),1
ecHh,1
PURICACID.,1
TOTALPROTEIN,1
fAceumincLopuLin,1
EK suirueinrorar),1
F suirueinoiecr) ot-,1
JBILIRUBINGNDIRECT),1
a eet                                                                                  New Delhi -,1
e NeuTRoPHILs,1
Regd. Office fortis Hospital Sector,1
Fol,1
a                                                                                Reporting Date,1
eGFR(Calculated),1
SERUM BICARBONATE (Enzymatic PEP-MD),1
EPI,1
survey No.,1
F LINORG.PHOSP,1
oxygen (PaQz)          Hp                                   CRP,1
Chloride (Cl),1
ELECTROLYTES - SERUM,1
Hematocrit (HCT),1
a         oe               a                                 SODIUM,1
Bicarbonate (HCO,1
ve ate pant         oo,1
Shalirrtamee,1
Lact            )           co,1
ACTATG,1
oS                  Oe           ELECTROLYTES -,1
SERUM,1
LET (TOTAL,1
ASPARTATE                  L,1
RWDNE,1
Partial pressure of,1
Regd. Off.The Annexe,1
TOTAL ERYTHROCYTE (RBC) COUNT,1
(            PACKED CELLS VOLUME,1
MCV (CBC).,1
Salmonella Typhi - H                                   -,1
wed,1
Bilirubin (Total),1
Total W.B.C. Count,1
RDW(RED CELL DISTRIBUTION,1
SAMPLE HAS BEEN PROCESSED ON FULLY AUTOMATED BLOOD CELL ANALYSER -ACCULAB CBC,1
RPIrRAt By BMdige Kena Mart Near Salasar Business Park,1
Ss ES,1
REO,1
BLOOD UREA NITROGEN,1
(            CREATININE,1
GLOBULIN                                             BAT,1
INORGANIC PHOSPHORUS.,1
SERUMSODIUM,1
SERUM CHLORIDE,1
-- B Abfired Bid gif pipsditaMart Near Salasar Business Park,1
) ER,1
Patient ID      -,1
Ref.       Or.Shree Parth Hospital                   Reporting Date,1
Total R.B.C.                            -,1
MRS. BODAKHE PARVATI RAMESH  MRN-,1
IPD.-,1
te tA        Kapadia Multispeciality Haggital M.G. Road Goregoan (West) Mumbai -,1
Hopwec  atu,1
Total W. B.C.                         leumm,1
olymorphs                               -,1
Basophils                 -,1
PLATELET INDICES- MPV,1
Visit Code,1
Kalawad Road Rajkot -,1
PLATELET INDICES- PCT,1
Please correlate reporgsywitts Fpl,1
Total R.B.C.,1
Total W. B. C.                                      -,1
olymorphs                              -,1
Lymphocytes                            -,1
MCHC(MEAN CELL HB,1
MONOCYTES. ),1
BASOPHILS (,1
lateletcrit (PCT),1
_                            Lab Technician                                          Registration No.,1
primary Consultant NJOHARMESH SOLANKI OR JAYDEEP DESAI           Report Date,1
Order Date                    o,1
Order No.,1
BR ve,1
I                             DIAGNOSTIC,1
po              Shree Hospital IPD                          ae . Time  QRRN,1
_ C-Reactive Protein (CRP),1
-           Adults,1
PACKED CELL,1
RBC INDICES - MCV,1
a       MCH (CBC),1
New born up to,1
Infants and children,1
Equipment  Biosystems BA,1
svsvensscrensecenene ENd Of Report ----s-,1
NA         DIAGNOSTIC,1
eo.         Dr. BHAVESH CHAUHAN MD             ee,1
P                Shree Hospital IPD                               EEE Time  a,1
RBC INDICES - WBC,1
